year,month,day_type,zone_name,dir,avg_daily_zone_vol,dir_avg_daily_vol,zone_vol_percent,avg_trip_duration,avg_trip_length
2019,4,1: Weekday (M-Th),GWB-EB,EB,178094,507395,35.09967579499206732400,5703,48.8
2019,4,1: Weekday (M-Th),HT-EB,EB,59441,507395,11.71493609515269169000,4379,23.6
2019,4,1: Weekday (M-Th),LT-EB,EB,135912,507395,26.78623163413119955900,4393,26.3
2019,4,1: Weekday (M-Th),OB-EB,EB,52052,507395,10.25867420845692212200,4633,42.1
2019,4,1: Weekday (M-Th),BB-WB,WB,10142,542380,1.86990670747446439800,3558,21.3
2019,4,1: Weekday (M-Th),GB-WB,WB,66379,542380,12.23846749511412662700,5507,52.1
2019,4,1: Weekday (M-Th),GWB-WB,WB,176025,542380,32.45418341384269331500,5481,47.5
2019,4,1: Weekday (M-Th),HT-WB,WB,76570,542380,14.11740845901397544200,4786,28.7
2019,4,1: Weekday (M-Th),LT-WB,WB,161653,542380,29.80438069250341089300,4588,29.6
2019,4,1: Weekday (M-Th),OB-WB,WB,51611,542380,9.51565323205132932600,4411,41.4
2019,4,2: Weekday2 (M-F),BB-EB,EB,13822,512093,2.69911910531876046000,3939,24.9
2019,4,2: Weekday2 (M-F),GB-EB,EB,68722,512093,13.41982803904759487000,5692,51.2
2019,4,2: Weekday2 (M-F),GWB-EB,EB,181123,512093,35.36916146090651502800,5791,50
2019,4,2: Weekday2 (M-F),HT-EB,EB,59443,512093,11.60785247992063941500,4414,24
2019,4,2: Weekday2 (M-F),LT-EB,EB,135787,512093,26.51608203978574204300,4393,26.5
2019,4,2: Weekday2 (M-F),OB-EB,EB,53196,512093,10.38795687502074818400,4654,42.6
2019,4,2: Weekday2 (M-F),BB-WB,WB,10068,551423,1.82582155622815878200,3529,21.2
2019,4,2: Weekday2 (M-F),GB-WB,WB,69008,551423,12.51453058722614036800,5684,54.9
2019,4,2: Weekday2 (M-F),GWB-WB,WB,181601,551423,32.93315657852501618500,5631,49.5
2019,4,2: Weekday2 (M-F),HT-WB,WB,76321,551423,13.84073569655237449300,4820,29.1
2019,4,2: Weekday2 (M-F),LT-WB,WB,161104,551423,29.21604648337120504600,4620,29.9
2019,4,2: Weekday2 (M-F),OB-WB,WB,53321,551423,9.66970909809710512600,4498,42.7
2019,4,3: Weekday3 (Tu-Th),BB-EB,EB,13850,512398,2.70297698273607625300,3877,24.3
2019,4,3: Weekday3 (Tu-Th),GB-EB,EB,69309,512398,13.52639940046604397400,5571,49.4
2019,4,3: Weekday3 (Tu-Th),GWB-EB,EB,179959,512398,35.12094114340805389600,5680,48.2
2019,4,3: Weekday3 (Tu-Th),HT-EB,EB,60174,512398,11.74360555661809765100,4392,23.4
