date,crossing_name,auto,bus,truck,total,date2,day_type
2019-09-24,GB,40786.0,328.0,5596,46710,2019-09,1
2019-09-24,GWB,124906.0,1321.0,13796,140023,2019-09,1
2019-09-24,HT,40018.0,515.0,1599,42132,2019-09,1
2019-09-24,LT,38468.0,7216.0,3747,49431,2019-09,1
2019-09-24,OBX,37984.0,91.0,2784,40859,2019-09,1
2019-09-25,BB,9723.0,49.0,773,10545,2019-09,2
2019-09-25,GB,42067.0,339.0,5536,47942,2019-09,2
2019-09-25,GWB,123372.0,1339.0,13800,138511,2019-09,2
2019-09-25,HT,41633.0,505.0,1606,43744,2019-09,2
2019-09-25,LT,41112.0,7291.0,3796,52199,2019-09,2
2019-09-25,OBX,37928.0,103.0,2880,40911,2019-09,2
2019-09-26,BB,10563.0,50.0,754,11367,2019-09,3
2019-09-26,GB,42782.0,268.0,5753,48803,2019-09,3
2019-09-26,GWB,127381.0,1332.0,13845,142558,2019-09,3
2019-09-26,HT,42596.0,535.0,1586,44717,2019-09,3
2019-09-26,LT,42283.0,7268.0,3680,53231,2019-09,3
2019-09-26,OBX,38058.0,101.0,2779,40938,2019-09,3
2019-09-27,BB,10645.0,46.0,759,11450,2019-09,4
2019-09-27,GB,46722.0,320.0,5359,52401,2019-09,4
2019-09-27,GWB,138730.0,1404.0,12944,153078,2019-09,4
2019-09-27,HT,43157.0,534.0,1590,45281,2019-09,4
2019-09-27,LT,41723.0,7418.0,3635,52776,2019-09,4
2019-09-27,OBX,38852.0,97.0,2667,41616,2019-09,4
2019-09-28,BB,7894.0,9.0,202,8105,2019-09,5
2019-09-28,GB,49527.0,120.0,2037,51684,2019-09,5
2019-09-28,GWB,143100.0,1047.0,5329,149476,2019-09,5
2019-09-28,HT,46041.0,365.0,756,47162,2019-09,5
2019-09-28,LT,48114.0,3473.0,1612,53199,2019-09,5
2019-09-28,OBX,43463.0,94.0,1188,44745,2019-09,5
2019-09-29,BB,14709.0,17.0,150,14876,2019-09,6
2019-09-29,GB,47765.0,146.0,1282,49193,2019-09,6
2019-09-29,GWB,143591.0,801.0,3718,148110,2019-09,6
2019-09-29,HT,45268.0,427.0,369,46064,2019-09,6
2019-09-29,LT,49732.0,3032.0,853,53617,2019-09,6
2019-09-29,OBX,45526.0,78.0,570,46174,2019-09,6
2019-09-30,BB,8503.0,36.0,602,9141,2019-09,0
2019-09-30,GB,45460.0,315.0,5073,50848,2019-09,0
2019-09-30,GWB,129275.0,1040.0,12645,142960,2019-09,0
2019-09-30,HT,39308.0,517.0,1473,41298,2019-09,0
2019-09-30,LT,36895.0,7129.0,3422,47446,2019-09,0
2019-09-30,OBX,37972.0,86.0,2501,40559,2019-09,0
2019-10-01,BB,8636.0,34.0,612,9282,2019-10,1
2019-10-01,GB,42718.0,299.0,4982,47999,2019-10,1
2019-10-01,GWB,126086.0,1097.0,13595,140778,2019-10,1
2019-10-01,HT,38649.0,501.0,1481,40631,2019-10,1
2019-10-01,LT,38730.0,7053.0,3735,49518,2019-10,1
2019-10-01,OBX,37893.0,85.0,2680,40658,2019-10,1
2019-10-02,BB,9446.0,44.0,674,10164,2019-10,2
2019-10-02,GB,42264.0,316.0,5578,48158,2019-10,2
2019-10-02,GWB,120511.0,1282.0,13572,135365,2019-10,2
2019-10-02,HT,40961.0,493.0,1626,43080,2019-10,2
2019-10-02,LT,42116.0,7219.0,3689,53024,2019-10,2
2019-10-02,OBX,37148.0,103.0,2793,40044,2019-10,2
2019-10-03,BB,10128.0,58.0,693,10879,2019-10,3
2019-10-03,GB,41315.0,303.0,5366,46984,2019-10,3
2019-10-03,GWB,122046.0,1240.0,13494,136780,2019-10,3
2019-10-03,HT,42827.0,555.0,1606,44988,2019-10,3
2019-10-03,LT,41513.0,7160.0,3669,52342,2019-10,3
2019-10-03,OBX,36946.0,106.0,2713,39765,2019-10,3
2019-10-04,BB,11044.0,57.0,758,11859,2019-10,4
2019-10-04,GB,45541.0,330.0,5260,51131,2019-10,4
2019-10-04,GWB,135937.0,1425.0,12778,150140,2019-10,4
2019-10-04,HT,43799.0,539.0,1551,45889,2019-10,4
2019-10-04,LT,42568.0,7355.0,3581,53504,2019-10,4
2019-10-04,OBX,38975.0,98.0,2601,41674,2019-10,4
2019-10-05,BB,8966.0,31.0,206,9203,2019-10,5
2019-10-05,GB,49940.0,121.0,2044,52105,2019-10,5
2019-10-05,GWB,142396.0,1109.0,5333,148838,2019-10,5
2019-10-05,HT,46394.0,399.0,745,47538,2019-10,5
2019-10-05,LT,48542.0,3489.0,1577,53608,2019-10,5
2019-10-05,OBX,43245.0,91.0,1150,44486,2019-10,5
2019-10-06,BB,12125.0,20.0,144,12289,2019-10,6
2019-10-06,GB,47272.0,92.0,1346,48710,2019-10,6
2019-10-06,GWB,141987.0,820.0,3873,146680,2019-10,6
2019-10-06,HT,44912.0,340.0,284,45536,2019-10,6
2019-10-06,LT,49084.0,3191.0,822,53097,2019-10,6
2019-10-06,OBX,45031.0,94.0,617,45742,2019-10,6
2019-10-07,BB,9000.0,41.0,679,9720,2019-10,0
2019-10-07,GB,40971.0,315.0,5392,46678,2019-10,0
2019-10-07,GWB,124013.0,1275.0,12709,137997,2019-10,0
2019-10-07,HT,39782.0,525.0,1516,41823,2019-10,0
2019-10-07,LT,38276.0,7187.0,3437,48900,2019-10,0
2019-10-07,OBX,37516.0,87.0,2596,40199,2019-10,0
2019-10-08,BB,8688.0,47.0,681,9416,2019-10,1
2019-10-08,GB,39627.0,322.0,5260,45209,2019-10,1
2019-10-08,GWB,117718.0,1147.0,13636,132501,2019-10,1
2019-10-08,HT,38613.0,518.0,1502,40633,2019-10,1
2019-10-08,LT,37666.0,7235.0,3672,48573,2019-10,1
2019-10-08,OBX,36484.0,94.0,2606,39184,2019-10,1
2019-10-09,BB,8267.0,45.0,635,8947,2019-10,2
2019-10-09,GB,37593.0,304.0,4778,42675,2019-10,2
2019-10-09,GWB,115252.0,1095.0,13193,129540,2019-10,2
2019-10-09,HT,38512.0,457.0,1392,40361,2019-10,2
2019-10-09,LT,36757.0,7175.0,3422,47354,2019-10,2
2019-10-09,OBX,33925.0,92.0,2491,36508,2019-10,2
2019-10-10,BB,9872.0,44.0,815,10731,2019-10,3
2019-10-10,GB,43476.0,328.0,5487,49291,2019-10,3
2019-10-10,GWB,130812.0,1331.0,13623,145766,2019-10,3
2019-10-10,HT,43482.0,559.0,1526,45567,2019-10,3
2019-10-10,LT,42245.0,7339.0,3609,53193,2019-10,3
2019-10-10,OBX,37850.0,101.0,2791,40742,2019-10,3
2019-10-11,BB,10548.0,56.0,750,11354,2019-10,4
2019-10-11,GB,46642.0,297.0,5440,52379,2019-10,4
2019-10-11,GWB,142764.0,1397.0,12641,156802,2019-10,4
2019-10-11,HT,44538.0,509.0,1531,46578,2019-10,4
2019-10-11,LT,41702.0,7526.0,3576,52804,2019-10,4
2019-10-11,OBX,38667.0,95.0,2650,41412,2019-10,4
2019-10-12,BB,8189.0,17.0,202,8408,2019-10,5
2019-10-12,GB,50670.0,111.0,2066,52847,2019-10,5
2019-10-12,GWB,150461.0,1165.0,5349,156975,2019-10,5
2019-10-12,HT,45921.0,360.0,707,46988,2019-10,5
2019-10-12,LT,47400.0,3688.0,1516,52604,2019-10,5
2019-10-12,OBX,42987.0,93.0,1067,44147,2019-10,5
2019-10-13,BB,13112.0,15.0,113,13240,2019-10,6
2019-10-13,GB,50513.0,104.0,1207,51824,2019-10,6
2019-10-13,GWB,144647.0,870.0,3562,149079,2019-10,6
2019-10-13,HT,45313.0,334.0,274,45921,2019-10,6
2019-10-13,LT,47814.0,3249.0,800,51863,2019-10,6
2019-10-13,OBX,45613.0,81.0,560,46254,2019-10,6
2019-10-14,BB,8465.0,47.0,486,8998,2019-10,0
2019-10-14,GB,46401.0,309.0,3862,50572,2019-10,0
2019-10-14,GWB,139729.0,1131.0,11518,152378,2019-10,0
2019-10-14,HT,42106.0,482.0,1221,43809,2019-10,0
2019-10-14,LT,36962.0,6989.0,2794,46745,2019-10,0
2019-10-14,OBX,41722.0,84.0,2041,43847,2019-10,0
2019-10-15,BB,8419.0,42.0,637,9098,2019-10,1
2019-10-15,GB,40591.0,293.0,5428,46312,2019-10,1
2019-10-15,GWB,127644.0,1215.0,13307,142166,2019-10,1
2019-10-15,HT,41915.0,530.0,1532,43977,2019-10,1
2019-10-15,LT,40327.0,7278.0,3686,51291,2019-10,1
2019-10-15,OBX,36875.0,87.0,2506,39468,2019-10,1
2019-10-16,BB,9828.0,47.0,741,10616,2019-10,2
2019-10-16,GB,39726.0,328.0,5264,45318,2019-10,2
2019-10-16,GWB,119192.0,1230.0,13394,133816,2019-10,2
2019-10-16,HT,41052.0,453.0,1516,43021,2019-10,2
2019-10-16,LT,40047.0,7212.0,3643,50902,2019-10,2
2019-10-16,OBX,35589.0,92.0,2533,38214,2019-10,2
2019-10-17,BB,9980.0,48.0,716,10744,2019-10,3
2019-10-17,GB,44032.0,327.0,5445,49804,2019-10,3
2019-10-17,GWB,135360.0,1359.0,13793,150512,2019-10,3
2019-10-17,HT,43734.0,521.0,1517,45772,2019-10,3
2019-10-17,LT,42859.0,7226.0,3681,53766,2019-10,3
2019-10-17,OBX,39055.0,97.0,2581,41733,2019-10,3
2019-10-18,BB,10554.0,50.0,761,11365,2019-10,4
2019-10-18,GB,46938.0,321.0,5339,52598,2019-10,4
2019-10-18,GWB,140591.0,1413.0,13125,155129,2019-10,4
2019-10-18,HT,43706.0,543.0,1520,45769,2019-10,4
2019-10-18,LT,41733.0,7303.0,3614,52650,2019-10,4
2019-10-18,OBX,38055.0,94.0,2461,40610,2019-10,4
2019-10-19,BB,9027.0,22.0,178,9227,2019-10,5
2019-10-19,GB,50911.0,116.0,1988,53015,2019-10,5
2019-10-19,GWB,148256.0,1123.0,5507,154886,2019-10,5
2019-10-19,HT,46813.0,342.0,726,47881,2019-10,5
2019-10-19,LT,48177.0,3550.0,1667,53394,2019-10,5
2019-10-19,OBX,44573.0,89.0,1066,45728,2019-10,5
2019-10-20,BB,11993.0,22.0,83,12098,2019-10,6
2019-10-20,GB,44914.0,70.0,1224,46208,2019-10,6
2019-10-20,GWB,135538.0,813.0,3626,139977,2019-10,6
2019-10-20,HT,43613.0,282.0,294,44189,2019-10,6
2019-10-20,LT,48686.0,3001.0,793,52480,2019-10,6
2019-10-20,OBX,41217.0,65.0,535,41817,2019-10,6
2019-10-21,BB,8581.0,48.0,710,9339,2019-10,0
2019-10-21,GB,40742.0,295.0,4946,45983,2019-10,0
2019-10-21,GWB,124665.0,1178.0,12534,138377,2019-10,0
2019-10-21,HT,39837.0,517.0,1457,41811,2019-10,0
2019-10-21,LT,38819.0,7174.0,3376,49369,2019-10,0
2019-10-21,OBX,35761.0,78.0,2284,38123,2019-10,0
2019-10-22,BB,8927.0,53.0,676,9656,2019-10,1
2019-10-22,GB,37738.0,303.0,5007,43048,2019-10,1
2019-10-22,GWB,118804.0,1226.0,13302,133332,2019-10,1
2019-10-22,HT,38462.0,488.0,1461,40411,2019-10,1
2019-10-22,LT,37932.0,7106.0,3505,48543,2019-10,1
2019-10-22,OBX,34756.0,93.0,2547,37396,2019-10,1
2019-10-23,BB,9314.0,45.0,735,10094,2019-10,2
2019-10-23,GB,41893.0,308.0,5518,47719,2019-10,2
2019-10-23,GWB,126761.0,1307.0,13640,141708,2019-10,2
2019-10-23,HT,42136.0,508.0,1591,44235,2019-10,2
2019-10-23,LT,41419.0,7281.0,3682,52382,2019-10,2
2019-10-23,OBX,38402.0,105.0,2607,41114,2019-10,2
2019-10-24,BB,10102.0,55.0,719,10876,2019-10,3
2019-10-24,GB,42949.0,326.0,5715,48990,2019-10,3
2019-10-24,GWB,133812.0,1377.0,14105,149294,2019-10,3
2019-10-24,HT,44205.0,541.0,1649,46395,2019-10,3
2019-10-24,LT,40913.0,7178.0,3659,51750,2019-10,3
2019-10-24,OBX,38986.0,100.0,2750,41836,2019-10,3
2019-10-25,BB,11636.0,65.0,691,12392,2019-10,4
2019-10-25,GB,41884.0,310.0,5247,47441,2019-10,4
2019-10-25,GWB,138418.0,1527.0,12959,152904,2019-10,4
2019-10-25,HT,42647.0,539.0,1580,44766,2019-10,4
2019-10-25,LT,40665.0,7359.0,3682,51706,2019-10,4
2019-10-25,OBX,40423.0,109.0,2652,43184,2019-10,4
2019-10-26,BB,7994.0,13.0,232,8239,2019-10,5
2019-10-26,GB,44859.0,115.0,2017,46991,2019-10,5
2019-10-26,GWB,146502.0,1103.0,5402,153007,2019-10,5
2019-10-26,HT,47354.0,377.0,775,48506,2019-10,5
2019-10-26,LT,48838.0,3606.0,1631,54075,2019-10,5
2019-10-26,OBX,43446.0,92.0,1126,44664,2019-10,5
2019-10-27,BB,8453.0,10.0,95,8558,2019-10,6
2019-10-27,GB,45268.0,74.0,1197,46539,2019-10,6
2019-10-27,GWB,126315.0,808.0,3780,130903,2019-10,6
2019-10-27,HT,41650.0,267.0,306,42223,2019-10,6
2019-10-27,LT,45006.0,2992.0,802,48800,2019-10,6
2019-10-27,OBX,39141.0,95.0,569,39805,2019-10,6
2019-10-28,BB,9039.0,51.0,719,9809,2019-10,0
2019-10-28,GB,41973.0,304.0,5126,47403,2019-10,0
2019-10-28,GWB,125949.0,1287.0,12435,139671,2019-10,0
2019-10-28,HT,40673.0,476.0,1559,42708,2019-10,0
2019-10-28,LT,39325.0,7206.0,3434,49965,2019-10,0
2019-10-28,OBX,39183.0,89.0,2476,41748,2019-10,0
2019-10-29,BB,9957.0,52.0,777,10786,2019-10,1
2019-10-29,GB,40393.0,280.0,5280,45953,2019-10,1
2019-10-29,GWB,121426.0,1301.0,13615,136342,2019-10,1
2019-10-29,HT,39600.0,486.0,1616,41702,2019-10,1
2019-10-29,LT,39346.0,7169.0,3825,50340,2019-10,1
2019-10-29,OBX,37245.0,94.0,2643,39982,2019-10,1
2019-10-30,BB,9544.0,50.0,725,10319,2019-10,2
2019-10-30,GB,41675.0,314.0,5347,47336,2019-10,2
2019-10-30,GWB,122094.0,1334.0,13777,137205,2019-10,2
2019-10-30,HT,42074.0,517.0,1570,44161,2019-10,2
2019-10-30,LT,40345.0,7188.0,3675,51208,2019-10,2
2019-10-30,OBX,38072.0,90.0,2566,40728,2019-10,2
2019-10-31,BB,8900.0,47.0,605,9552,2019-10,3
2019-10-31,GB,39300.0,305.0,5310,44915,2019-10,3
2019-10-31,GWB,115950.0,1173.0,13538,130661,2019-10,3
2019-10-31,HT,38254.0,436.0,1562,40252,2019-10,3
2019-10-31,LT,38451.0,7074.0,3446,48971,2019-10,3
2019-10-31,OBX,35695.0,82.0,2495,38272,2019-10,3
2019-11-01,BB,11174.0,44.0,649,11867,2019-11,4
2019-11-01,GB,43148.0,304.0,5124,48576,2019-11,4
2019-11-01,GWB,133217.0,1457.0,12570,147244,2019-11,4
2019-11-01,HT,41933.0,453.0,1645,44031,2019-11,4
2019-11-01,LT,41167.0,7291.0,3602,52060,2019-11,4
2019-11-01,OBX,39537.0,89.0,2485,42111,2019-11,4
2019-11-02,BB,9276.0,13.0,262,9551,2019-11,5
2019-11-02,GB,47112.0,91.0,1964,49167,2019-11,5
2019-11-02,GWB,141761.0,997.0,5510,148268,2019-11,5
2019-11-02,HT,46136.0,287.0,749,47172,2019-11,5
2019-11-02,LT,48376.0,3549.0,1543,53468,2019-11,5
2019-11-02,OBX,43548.0,106.0,1080,44734,2019-11,5
2019-11-03,BB,10177.0,22.0,79,10278,2019-11,6
2019-11-03,GB,39578.0,209.0,1039,40826,2019-11,6
2019-11-03,GWB,135791.0,865.0,3904,140560,2019-11,6
2019-11-03,HT,45256.0,392.0,342,45990,2019-11,6
2019-11-03,LT,50153.0,3478.0,884,54515,2019-11,6
2019-11-03,OBX,34022.0,129.0,515,34666,2019-11,6
2019-11-04,BB,9289.0,57.0,716,10062,2019-11,0
2019-11-04,GB,39664.0,304.0,5164,45132,2019-11,0
2019-11-04,GWB,128317.0,1306.0,12478,142101,2019-11,0
2019-11-04,HT,39572.0,440.0,1342,41354,2019-11,0
2019-11-04,LT,40523.0,7300.0,3637,51460,2019-11,0
2019-11-04,OBX,38567.0,97.0,2531,41195,2019-11,0
2019-11-05,BB,8875.0,63.0,565,9503,2019-11,1
2019-11-05,GB,39894.0,341.0,4638,44873,2019-11,1
2019-11-05,GWB,127163.0,1259.0,13577,141999,2019-11,1
2019-11-05,HT,40154.0,511.0,1534,42199,2019-11,1
2019-11-05,LT,39325.0,7169.0,3590,50084,2019-11,1
2019-11-05,OBX,37265.0,83.0,2545,39893,2019-11,1
2019-11-06,BB,9727.0,55.0,697,10479,2019-11,2
2019-11-06,GB,41497.0,405.0,5618,47520,2019-11,2
2019-11-06,GWB,127495.0,1362.0,13882,142739,2019-11,2
2019-11-06,HT,41657.0,415.0,1582,43654,2019-11,2
2019-11-06,LT,39428.0,7277.0,3759,50464,2019-11,2
2019-11-06,OBX,38489.0,90.0,2709,41288,2019-11,2
2019-11-07,BB,9683.0,45.0,779,10507,2019-11,3
2019-11-07,GB,41308.0,297.0,5529,47134,2019-11,3
2019-11-07,GWB,129104.0,1371.0,13949,144424,2019-11,3
2019-11-07,HT,42312.0,445.0,1549,44306,2019-11,3
2019-11-07,LT,41394.0,7204.0,3694,52292,2019-11,3
2019-11-07,OBX,37761.0,102.0,2786,40649,2019-11,3
2019-11-08,BB,10011.0,47.0,665,10723,2019-11,4
2019-11-08,GB,44038.0,312.0,5207,49557,2019-11,4
2019-11-08,GWB,132580.0,1352.0,12616,146548,2019-11,4
2019-11-08,HT,43590.0,445.0,1567,45602,2019-11,4
2019-11-08,LT,41878.0,7352.0,3715,52945,2019-11,4
2019-11-08,OBX,38645.0,104.0,2601,41350,2019-11,4
2019-11-09,BB,8510.0,11.0,170,8691,2019-11,5
2019-11-09,GB,46220.0,91.0,1870,48181,2019-11,5
2019-11-09,GWB,143276.0,1090.0,5482,149848,2019-11,5
2019-11-09,HT,44315.0,289.0,706,45310,2019-11,5
2019-11-09,LT,46152.0,3536.0,1616,51304,2019-11,5
2019-11-09,OBX,40894.0,92.0,1096,42082,2019-11,5
2019-11-10,BB,10195.0,8.0,84,10287,2019-11,6
2019-11-10,GB,45190.0,75.0,1210,46475,2019-11,6
2019-11-10,GWB,139557.0,937.0,3886,144380,2019-11,6
2019-11-10,HT,43489.0,238.0,294,44021,2019-11,6
2019-11-10,LT,46995.0,3198.0,802,50995,2019-11,6
2019-11-10,OBX,41905.0,80.0,597,42582,2019-11,6
2019-11-11,BB,8641.0,35.0,509,9185,2019-11,0
2019-11-11,GB,42528.0,290.0,4140,46958,2019-11,0
2019-11-11,GWB,133805.0,1167.0,12073,147045,2019-11,0
2019-11-11,HT,40359.0,423.0,1342,42124,2019-11,0
2019-11-11,LT,34904.0,7104.0,3110,45118,2019-11,0
2019-11-11,OBX,39828.0,96.0,2311,42235,2019-11,0
2019-11-12,BB,9399.0,51.0,736,10186,2019-11,1
2019-11-12,GB,40129.0,298.0,5306,45733,2019-11,1
2019-11-12,GWB,117894.0,1267.0,13226,132387,2019-11,1
2019-11-12,HT,40132.0,437.0,1606,42175,2019-11,1
2019-11-12,LT,39745.0,7094.0,3826,50665,2019-11,1
2019-11-12,OBX,35684.0,90.0,2663,38437,2019-11,1
2019-11-13,BB,9141.0,54.0,748,9943,2019-11,2
2019-11-13,GB,40928.0,293.0,5347,46568,2019-11,2
2019-11-13,GWB,121329.0,1326.0,13864,136519,2019-11,2
2019-11-13,HT,41123.0,441.0,1655,43219,2019-11,2
2019-11-13,LT,41145.0,7182.0,3819,52146,2019-11,2
2019-11-13,OBX,35715.0,75.0,2662,38452,2019-11,2
2019-11-14,BB,9580.0,46.0,742,10368,2019-11,3
2019-11-14,GB,41887.0,295.0,5476,47658,2019-11,3
2019-11-14,GWB,127466.0,1346.0,13992,142804,2019-11,3
2019-11-14,HT,42395.0,464.0,1631,44490,2019-11,3
2019-11-14,LT,42068.0,7269.0,3783,53120,2019-11,3
2019-11-14,OBX,37754.0,111.0,2827,40692,2019-11,3
2019-11-15,BB,10237.0,45.0,760,11042,2019-11,4
2019-11-15,GB,44467.0,310.0,5138,49915,2019-11,4
2019-11-15,GWB,131626.0,1446.0,12864,145936,2019-11,4
2019-11-15,HT,42956.0,435.0,1539,44930,2019-11,4
2019-11-15,LT,41455.0,7307.0,3743,52505,2019-11,4
2019-11-15,OBX,39198.0,86.0,2540,41824,2019-11,4
2019-11-16,BB,9250.0,15.0,200,9465,2019-11,5
2019-11-16,GB,47224.0,102.0,1954,49280,2019-11,5
2019-11-16,GWB,136089.0,1075.0,5625,142789,2019-11,5
2019-11-16,HT,45903.0,273.0,728,46904,2019-11,5
2019-11-16,LT,48742.0,3657.0,1676,54075,2019-11,5
2019-11-16,OBX,40224.0,111.0,1212,41547,2019-11,5
2019-11-17,BB,8150.0,9.0,92,8251,2019-11,6
2019-11-17,GB,43875.0,66.0,1181,45122,2019-11,6
2019-11-17,GWB,135966.0,830.0,3895,140691,2019-11,6
2019-11-17,HT,42101.0,231.0,280,42612,2019-11,6
2019-11-17,LT,43972.0,2987.0,808,47767,2019-11,6
2019-11-17,OBX,39835.0,81.0,613,40529,2019-11,6
2019-11-18,BB,9275.0,52.0,714,10041,2019-11,0
2019-11-18,GB,39940.0,294.0,5081,45315,2019-11,0
2019-11-18,GWB,120151.0,1244.0,12672,134067,2019-11,0
2019-11-18,HT,39489.0,417.0,1479,41385,2019-11,0
2019-11-18,LT,39235.0,7112.0,3509,49856,2019-11,0
2019-11-18,OBX,36527.0,82.0,2455,39064,2019-11,0
2019-11-19,BB,10358.0,55.0,735,11148,2019-11,1
2019-11-19,GB,39648.0,308.0,5575,45531,2019-11,1
2019-11-19,GWB,122585.0,1282.0,14140,138007,2019-11,1
2019-11-19,HT,39781.0,396.0,1599,41776,2019-11,1
2019-11-19,LT,40353.0,7137.0,3860,51350,2019-11,1
2019-11-19,OBX,37501.0,95.0,2702,40298,2019-11,1
2019-11-20,BB,9452.0,58.0,735,10245,2019-11,2
2019-11-20,GB,40919.0,302.0,5330,46551,2019-11,2
2019-11-20,GWB,124219.0,1328.0,14170,139717,2019-11,2
2019-11-20,HT,40985.0,435.0,1593,43013,2019-11,2
2019-11-20,LT,40276.0,7252.0,3850,51378,2019-11,2
2019-11-20,OBX,37966.0,96.0,2668,40730,2019-11,2
2019-11-21,BB,10131.0,49.0,868,11048,2019-11,3
2019-11-21,GB,41608.0,305.0,5546,47459,2019-11,3
2019-11-21,GWB,126778.0,1316.0,14107,142201,2019-11,3
2019-11-21,HT,43870.0,459.0,1599,45928,2019-11,3
2019-11-21,LT,42514.0,7302.0,3796,53612,2019-11,3
2019-11-21,OBX,39071.0,98.0,2921,42090,2019-11,3
2019-11-22,BB,10306.0,48.0,774,11128,2019-11,4
2019-11-22,GB,44581.0,303.0,5095,49979,2019-11,4
2019-11-22,GWB,130997.0,1418.0,13083,145498,2019-11,4
2019-11-22,HT,42967.0,460.0,1586,45013,2019-11,4
2019-11-22,LT,40580.0,7352.0,3806,51738,2019-11,4
2019-11-22,OBX,38227.0,97.0,2684,41008,2019-11,4
2019-11-23,BB,9125.0,19.0,220,9364,2019-11,5
2019-11-23,GB,45494.0,79.0,2176,47749,2019-11,5
2019-11-23,GWB,139056.0,976.0,5889,145921,2019-11,5
2019-11-23,HT,45524.0,289.0,770,46583,2019-11,5
2019-11-23,LT,46777.0,3666.0,1598,52041,2019-11,5
2019-11-23,OBX,40927.0,83.0,1207,42217,2019-11,5
2019-11-24,BB,8664.0,11.0,80,8755,2019-11,6
2019-11-24,GB,41321.0,87.0,1319,42727,2019-11,6
2019-11-24,GWB,124031.0,827.0,4418,129276,2019-11,6
2019-11-24,HT,40604.0,210.0,294,41108,2019-11,6
2019-11-24,LT,42800.0,3054.0,855,46709,2019-11,6
2019-11-24,OBX,38458.0,106.0,700,39264,2019-11,6
2019-11-25,BB,9468.0,66.0,719,10253,2019-11,0
2019-11-25,GB,40807.0,338.0,5340,46485,2019-11,0
2019-11-25,GWB,127480.0,1267.0,13203,141950,2019-11,0
2019-11-25,HT,41040.0,468.0,1547,43055,2019-11,0
2019-11-25,LT,38967.0,7347.0,3562,49876,2019-11,0
2019-11-25,OBX,38533.0,79.0,2622,41234,2019-11,0
2019-11-26,BB,11166.0,54.0,784,12004,2019-11,1
2019-11-26,GB,45576.0,299.0,5874,51749,2019-11,1
2019-11-26,GWB,135742.0,1303.0,13798,150843,2019-11,1
2019-11-26,HT,43783.0,481.0,1630,45894,2019-11,1
2019-11-26,LT,40353.0,7540.0,3897,51790,2019-11,1
2019-11-26,OBX,40140.0,94.0,2793,43027,2019-11,1
2019-11-27,BB,11283.0,47.0,860,12190,2019-11,2
2019-11-27,GB,46999.0,284.0,5234,52517,2019-11,2
2019-11-27,GWB,147001.0,1308.0,13027,161336,2019-11,2
2019-11-27,HT,42488.0,416.0,1532,44436,2019-11,2
2019-11-27,LT,37958.0,7494.0,3537,48989,2019-11,2
2019-11-27,OBX,39065.0,88.0,2797,41950,2019-11,2
2019-11-28,BB,9563.0,7.0,58,9628,2019-11,3
2019-11-28,GB,51199.0,48.0,932,52179,2019-11,3
2019-11-28,GWB,152904.0,646.0,2850,156400,2019-11,3
2019-11-28,HT,40146.0,232.0,179,40557,2019-11,3
2019-11-28,LT,37328.0,3275.0,553,41156,2019-11,3
2019-11-28,OBX,45140.0,54.0,467,45661,2019-11,3
2019-11-29,BB,8250.0,38.0,373,8661,2019-11,4
2019-11-29,GB,45716.0,186.0,3220,49122,2019-11,4
2019-11-29,GWB,139337.0,924.0,7331,147592,2019-11,4
2019-11-29,HT,37233.0,274.0,868,38375,2019-11,4
2019-11-29,LT,36592.0,4948.0,1971,43511,2019-11,4
2019-11-29,OBX,40302.0,82.0,1470,41854,2019-11,4
2019-11-30,BB,13890.0,28.0,200,14118,2019-11,5
2019-11-30,GB,47793.0,67.0,1915,49775,2019-11,5
2019-11-30,GWB,156340.0,921.0,5125,162386,2019-11,5
2019-11-30,HT,44735.0,282.0,713,45730,2019-11,5
2019-11-30,LT,50522.0,3783.0,1382,55687,2019-11,5
2019-11-30,OBX,47813.0,84.0,1146,49043,2019-11,5
2019-12-01,BB,7944.0,12.0,112,8068,2019-12,6
2019-12-01,GB,43771.0,67.0,1329,45167,2019-12,6
2019-12-01,GWB,131151.0,748.0,4147,136046,2019-12,6
2019-12-01,HT,40897.0,264.0,312,41473,2019-12,6
2019-12-01,LT,40293.0,3354.0,815,44462,2019-12,6
2019-12-01,OBX,36282.0,75.0,733,37090,2019-12,6
2019-12-02,BB,7324.0,51.0,740,8115,2019-12,0
2019-12-02,GB,34469.0,294.0,4878,39641,2019-12,0
2019-12-02,GWB,94892.0,996.0,11271,107159,2019-12,0
2019-12-02,HT,34867.0,425.0,1435,36727,2019-12,0
2019-12-02,LT,32244.0,6791.0,3195,42230,2019-12,0
2019-12-02,OBX,29586.0,107.0,2513,32206,2019-12,0
2019-12-03,BB,9113.0,51.0,634,9798,2019-12,1
2019-12-03,GB,39534.0,296.0,5479,45309,2019-12,1
2019-12-03,GWB,115192.0,1216.0,13492,129900,2019-12,1
2019-12-03,HT,40632.0,466.0,1583,42681,2019-12,1
2019-12-03,LT,39879.0,7244.0,3648,50771,2019-12,1
2019-12-03,OBX,35084.0,100.0,2510,37694,2019-12,1
2019-12-04,BB,9531.0,47.0,699,10277,2019-12,2
2019-12-04,GB,42352.0,329.0,5962,48643,2019-12,2
2019-12-04,GWB,122576.0,1270.0,14406,138252,2019-12,2
2019-12-04,HT,41756.0,426.0,1670,43852,2019-12,2
2019-12-04,LT,41686.0,7347.0,3863,52896,2019-12,2
2019-12-04,OBX,36516.0,101.0,2648,39265,2019-12,2
